,composition,temperature,VAM,CW,HIP,SPS,A,BCC,FCC,HCP,IM,CTE,compressive ductility,compressive yield stress,d parameter,density,hardness,tensile ductility,tensile yield stress,ultimate compressive strength,ultimate tensile strength,youngs modulus
642,Mn1Al0.2Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1676997000.0,56.0,220000000.0,,,
643,Mn1Al0.38Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1784874000.0,45.0,244000000.0,,,
644,Mn1Al0.3Cr1Fe1.5Ni0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,2912679000.0,,,,,
645,Mn1Al0.3Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1836000000.0,,,5011377000.0,,,,,
646,Mn1Al0.43Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,1794681000.0,35.0,285000000.0,,,
647,Mn1Al0.49Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,2157540000.0,29.0,331000000.0,,,
648,Mn1Al0.56Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,2726346000.0,16.0,526000000.0,,,
649,Mn1Al0.5Cr1Fe1.5Ni0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,3883572000.0,,,,,
650,Mn1Al0.5Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1932000000.0,,,5423271000.0,,,,,
651,Mn1Al0.5Cr1Fe1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1091000000.0,,,3461871000.0,,,,,
652,Mn1Al0.62Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,3971835000.0,5.0,833000000.0,,,
653,Mn1Al0.68Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,4766202000.0,,,,,
654,Mn1Al0.6Cr1Fe1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,53.0,1130000000.0,,,3540327000.0,,,,,
655,Mn1Al0.75Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,5197710000.0,,,,,
656,Mn1Al0.7Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,2230000000.0,,,6099954000.0,,,,,
657,Mn1Al0.7Cr1Fe1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,55.0,1170000000.0,,,3677625000.0,,,,,
658,Mn1Al0.81Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,5285973000.0,,,,,
659,Mn1Al0.88Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,5227131000.0,,,,,
660,Mn1Al0.8Cr1Fe1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,55.0,1200000000.0,,,3785502000.0,,,,,
661,Mn1Al0.95Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,5246745000.0,,,,,
662,Mn1Al1.25Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5285973000.0,,,,,
663,Mn1Al1Cr1Fe1Cu1W0.05,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1120000000.0,,,6668760000.0,,,,,
664,Mn1Al1Cr1Fe1Cu1W0.1,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1250000000.0,,,6913935000.0,,,,,
665,Mn1Al1Cr1Fe1Cu1W0.5,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1510000000.0,,,7649460000.0,,,,,
666,Mn1V0.25Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1480857000.0,,,,,
667,Mn1V0.25Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,200000000.0,,,1412208000.0,,,,,
668,Mn1V0.5Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1824102000.0,,,,,
669,Mn1V0.5Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,620000000.0,,,2696925000.0,,,,,
670,Mn1V0.75Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,3353994000.0,,,,,
671,Mn1V0.75Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,740000000.0,,,3726660000.0,,,1325000000.0,,
672,Mn23Al10Cr12(Fe7Ni4)5,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,24.015,860000000.0,,1062500000.0,
673,Mn25Al14Cr20(Fe8Ni3)5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,942000000.0,,,,,,,,
674,Mn25Al14Cr20(Fe8Ni3)5,0.22433333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,833000000.0,,,,,,,,
675,Mn25Al14Cr20(Fe8Ni3)5,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,326000000.0,,,,,,,,
676,Mn25Al2Cr20(Fe8Ni3)5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,354000000.0,,,,,,,,
677,Mn25Al2Cr20(Fe8Ni3)5,0.22433333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,260000000.0,,,,,,,,
678,Mn25Al2Cr20(Fe8Ni3)5,0.291,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,155000000.0,,,,,,,,
679,Mn25Al6Cr20(Fe8Ni3)5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,550000000.0,,,,,,,,
680,Mn25Al6Cr20(Fe8Ni3)5,0.22433333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,469000000.0,,,,,,,,
681,Mn25Al6Cr20(Fe8Ni3)5,0.291,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,272000000.0,,,,,,,,
682,Mn26.7Zn20Cu26.7Ni26.7,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,65.0,140000000.0,,,1068963000.0,,,,,
683,Mn28Al5Cr12(Fe7Ni4)5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,27.39,766500000.0,,974000000.0,
684,Mn2Al53Cr18Fe4Co19Ni4,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,7863252599.999998,,,,,
685,Mn2VCr2Fe2(CoNi)2,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,75.0,620000000.0,,,,,,,,
686,Mn31.7Al5Cu31.7Ni31.7,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,45.0,330000000.0,,,1627962000.0,,,,,
687,Mn3Al(CuNi)3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,40.0,515000000.0,,,2363487000.0,,,,,
688,Mn3CrFe5Co,0.091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,2902872000.0,,,,,
689,Mn3CrFe5Co,0.09933333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,43.5,349000000.0,,1300000000.0,
690,Mn3CrFe5Co,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,67.66666666666667,320000000.0,,833333333.3333334,
691,Mn3CrFe5Co,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,50.0,250000000.0,,730000000.0,
692,Mn4Al51Cr18Co23Ni4,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,7769105400.0,,,,,
693,Mn4Al5Cr4Fe4(CoNi)4,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5285973000.0,,,,,
694,Mn4CrFe4Co,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,22.6,792000000.0,,1055000000.0,
695,Mn4CrFe4Co,0.09933333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,52.86666666666667,515666666.6666667,,976333333.3333334,
696,Mn4CrFe4Co,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,41.1,303000000.0,,552500000.0,
697,Mn5Al2Cr4Fe8Ni3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,994000000.0,,,,,,,,
698,Mn5Al2Cr4Fe8Ni3,0.22433333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,943000000.0,,,,,,,,
699,Mn5Al2Cr4Fe8Ni3,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,359000000.0,,,,,,,,
700,Mn5Cr4Fe8Ni3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,219000000.0,,,,,,,,
701,Mn5Cr4Fe8Ni3,0.22433333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,132000000.0,,,,,,,,
702,Mn5Cr4Fe8Ni3,0.291,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,115000000.0,,,,,,,,
703,MnAl26Cr9(Co6Ni)2,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,7996627800.0,,,,,
704,MnAl27Cr9Co11Ni2,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,7987801500.0,,,,,
705,MnAlCrFeCoCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,15.0,1005000000.0,,,,,,,,
706,MnAlCrFeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,6707988000.0,,,,,
707,MnAlCrFeCu,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1010000000.0,,,6207831000.0,,,,,
708,MnCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,38.0,231000000.0,,653000000.0,
709,MnCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,44.25,380500000.0,,562250000.0,190000000000.0
710,MnCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,191000000000.0
711,MnCoNi,0.09999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.746e-05,,,,,,,,,,
712,MnCoNi,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.035e-05,,,,,,,,,,
713,MnCoNi,0.22333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.137e-05,,,,,,,,,,
714,MnCrCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,44.0,282000000.0,,694000000.0,
715,MnCrFe6(CoNi)6,0.14833333333333332,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.131e-05,,,,,,,,,,
716,MnCrFe6(CoNi)6,0.23166666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.317e-05,,,,,,,,,,
717,MnCrFe6(CoNi)6,0.375,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.034e-05,,,,,,,,,,
718,MnCrFeCoNi,0.025666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,10.3,1692000000.0,,,
719,MnCrFeCoNi,0.09933333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,7.752999999999999,,56.5,268050000.0,,591800000.0,
720,MnCrFeCoNi,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,47.0,1100000000.0,,7.6265,4147870650.0,,,,,184000000000.0
721,MnCrFeCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.0,1150000000.0,,,3864938700.0,5.1850000000000005,1174630000.0,,1335350000.0,
722,MnCrFeCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.7,1300000000.0,,,4223874900.0,36.084761904761905,480575227.27272725,,766623333.3333333,
723,MnCrFeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,57.0,213000000.0,,,1471703800.0,59.5,209000000.0,,,
724,MnCrFeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1314000000.0,,,4069905000.0,,,,,
725,MnCrFeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,75.0,230000000.0,,,1323945000.0,,,,,
726,MnCrFeCoNi,0.09933333333333333,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,203000000000.0
727,MnCrFeCoNi,0.09999999999999999,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5e-05,,,,,,,,,,
728,MnCrFeCoNi,0.19999999999999998,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.05e-05,,,,,,,,,,
729,MnCrFeCoNi,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,146000000000.0
730,MnCrFeCoNi,0.42333333333333334,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.34e-05,,,,,,,,,,
731,MnCrFeCuNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,3903186000.0,4.3,1190000000.0,,1300000000.0,
732,MnCrFeCuNi,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,2540013000.0,16.66,898000000.0,,1034000000.0,
733,MnCrFeCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,2902872000.0,14.25,621500000.0,,950000000.0,
734,MnCrFeCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,4.8,524600000.0,,680000000.0,
735,MnFe3(CoNi)3,0.14833333333333332,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.186e-05,,,,,,,,,,
736,MnFe3(CoNi)3,0.23166666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.312e-05,,,,,,,,,,
737,MnFe3(CoNi)3,0.375,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.024e-05,,,,,,,,,,
738,MnFeCoCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2039856000.0,,,,478000000.0,
739,MnFeCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,41.0,170000000.0,,550000000.0,
740,MnFeNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,36.0,221000000.0,,602000000.0,
741,MnFeNi,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,31.6,435333333.3333333,,574166666.6666666,182000000000.0
742,MnFeNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,177000000000.0
743,MnFeNi,0.09999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.871e-05,,,,,,,,,,
744,MnFeNi,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.185e-05,,,,,,,,,,
745,MnFeNi,0.22333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.285e-05,,,,,,,,,,
746,MnV2Cr3Fe7Co2Ni5,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,51.0,302600000.0,,654000000.0,
747,MnVCrFeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,6374550000.0,,,,,
748,MnVCrFeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,1680000000.0,,,6237252000.0,,,1845000000.0,,
749,MnZnCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,60.0,215000000.0,,,1441629000.0,,,,,
750,Nb0.103Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,19.0,318000000.0,,622000000.0,
751,Nb0.155Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,23.0,322000000.0,,744000000.0,
752,Nb0.1Al1Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1641000000.0,,,5580183000.0,,,3285000000.0,,
753,Nb0.206Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,9.0,403000000.0,,807000000.0,
754,Nb0.25Al1Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1959000000.0,,,6551076000.0,,,3008000000.0,,
755,Nb0.2Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,32.0,170000000.0,,537000000.0,
756,Nb0.2Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,19.0,560000000.0,,860000000.0,
757,Nb0.309Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,4.0,479000000.0,,879000000.0,
758,Nb0.412Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,1.0,638000000.0,,1004000000.0,
759,Nb0.4Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,7.0,640000000.0,,840000000.0,
760,Nb0.4Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,3.0,,,,
761,Nb0.5Al1Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,2473000000.0,,,7325829000.0,,,3170000000.0,,
762,Nb11.6Fe1Co1Cu1Ni1,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,18.3,1703000000.0,,,,,,,,
763,Nb15FeCoCuNi,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,12.6,1415000000.0,,,,,,,,
764,Nb1Al0.1V1Cr1Mo1,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,6.1,,,,,,,,,
765,Nb1Re0.5Mo1W1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.4,896000000.0,,,4638711000.0,,,,,
766,Nb2VRuW2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.182,,,,,,,
767,Nb33Mo32.7W34.3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5600000000.0,,,,,
768,Nb37Mo52W11,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5800000000.0,,,,,
769,Nb42.5Mo16.7W40.7,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,6000000000.0,,,,,
770,Nb49Mo7W44,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5600000000.0,,,,,
771,Nb57Mo33W10,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5700000000.0,,,,,
772,Nb5FeCoCuNi,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,37.6,1498000000.0,,,,,,,,
773,Nb7.5Fe1Co1Cu1Ni1,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,31.7,1635000000.0,,,,,,,,
774,Nb8Mo11W6,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5200000000.0,,,,,
775,NbCrCoMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1419600000.0,,
776,NbMoRuW3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.296,,,,,,,
777,NbVCrFeMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,2.7,2663000000.0,,,8100582000.0,,,,,
778,NbVRuW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.342,,,,,,,
779,NbVRuW3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.192,,,,,,,
780,NdAlFeCoCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,5668446000.0,,,,,
781,Ta0.076Al0.1Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,293000000.0,,,,,,,,
782,Ta0.1Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,267000000.0,,,1945055000.0,,,,,
783,Ta0.228Al0.3Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,503000000.0,,,,,,,,
784,Ta0.2Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,405000000.0,,,2937196500.0,,,,,
785,Ta0.38Al0.5Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,974000000.0,,,,,,,2646000000.0,
786,Ta0.395Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,27.0,,,,4883886000.0,,,,,
787,Ta0.3Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,36.5,893500000.0,,,3448795000.0,,,,,
788,Ta0.43Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,24.0,1121000000.0,,,4756395000.0,,,,,
789,Ta0.4Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,26.3,1316000000.0,,,4878982500.0,,,,,
790,Ta0.532Al0.7Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,1533000000.0,,,,,,,2604000000.0,
791,Ta0.5Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,20.55,1167500000.0,,,5053912000.0,,,,,
792,Ta0.75Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,5393850000.0,,,,,
793,Ta0.76Al1Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,2336000000.0,,,,,,,2566000000.0,
794,Ta0.7Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,13.0,1278000000.0,,,5030991000.0,,,,,
795,Ta1.14Al1.5Cr1Fe1Co1Ni2.1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,2208000000.0,,,,,,,2342000000.0,
796,Ta1Nb1Si0.25Mo1W1,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,16.5,1826000000.0,,,5560569000.0,,,,,
797,Ta1Nb1Si0.25Mo1W1,0.15766666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,4167975000.0,,,,,
798,Ta1Nb1Si0.25Mo1W1,0.22433333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,4118940000.0,,,,,
799,Ta1Nb1Si0.25Mo1W1,0.291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,4167975000.0,,,,,
800,Ta1Nb1Si0.25Mo1W1,0.35766666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,3914954400.0,,,,,
801,Ta1Nb1Si0.5Mo1W1,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,11.0,1883000000.0,,,6835479000.0,,,,,
802,Ta1Nb1Si0.5Mo1W1,0.15766666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,5246745000.0,,,,,
