,composition,temperature,VAM,CW,HIP,SPS,A,BCC,FCC,HCP,IM,CTE,compressive ductility,compressive yield stress,d parameter,density,hardness,tensile ductility,tensile yield stress,ultimate compressive strength,ultimate tensile strength,youngs modulus
313,CrFeCoNi,0.09999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.468e-05,,,,,,,,,,
314,CrFeCoNi,0.12433333333333332,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.509e-05,,,,,,,,,,
315,CrFeCoNi,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.653e-05,,,,,,,,,,
316,CrFeCoNi,0.19999999999999998,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.64e-05,,,,,,,,,,
317,CrFeCoNi,0.22333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.703e-05,,,,,,,,,,
318,CrFeCoNi,0.35766666666666663,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.412e-05,,,,,,,,,,
319,CrFeCoNiGe,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,5490000000.0,,,,,174000000000.0
320,CrFeCoNiPd,0.091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2893065000.0,,,,,
321,CrFeCuNiMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2579241000.0,,,,,
322,CrFeNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,190000000000.0
323,CrFeNi,0.09999999999999999,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.445e-05,,,,,,,,,,
324,CrFeNi,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.595e-05,,,,,,,,,,
325,CrFeNi,0.22333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.685e-05,,,,,,,,,,
326,Fe0.86Ni2.01W97.13,0.09866666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,594000000.0,,,
327,Fe1.49Ni3.48W95,0.09866666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,600000000.0,,,
328,Fe1Co1Si0.25Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,196000000.0,,,1461243000.0,,,,,
329,Fe1Co1Si0.5Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,476000000.0,,,2814609000.0,,,,,
330,Fe1Co1Si0.75Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,1301000000.0,,,5589990000.0,,,,,
331,Fe2.19Ni5.33W92.5,0.09866666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,616000000.0,,,
332,Fe2.95Ni6.78W90,0.09866666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,621000000.0,,,
333,FeCoCuNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,480000000.0,
334,FeCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,23.0,211000000.0,,513000000.0,
335,FeCoNi,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,47.5,231333333.33333334,,489333333.3333333,161000000000.0
336,FeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,206500000.0,,,1225875000.0,,,,,
337,FeCoNi,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,175000000000.0
338,FeCoNi,0.09999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.195e-05,,,,,,,,,,
339,FeCoNi,0.14833333333333332,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.108e-05,,,,,,,,,,
340,FeCoNi,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.55e-05,,,,,,,,,,
341,FeCoNi,0.22333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.263e-05,,,,,,,,,,
342,FeCoNi,0.23166666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1e-05,,,,,,,,,,
343,FeCoNi,0.375,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.708e-05,,,,,,,,,,
344,Hf0.2Zr1Ta1Nb1,0.09766666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,9.575,,,,,,
345,Hf0.2Zr1Ta1Nb1,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,9.58,,,,,,
346,Hf0.2Zr1Ta1Nb1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,721000000.0,,,3470697300.0,,,984000000.0,,
347,Hf0.2Zr1Ta1Nb1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,793000000.0,,,3534442800.0,,,1085000000.0,,
348,Hf0.2Zr1Ta1Nb1Cr0.3,0.09766666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,10.324000000000002,,,,,,
349,Hf0.2Zr1Ta1Nb1Cr0.3,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,9.952,,,,,,
350,Hf0.2Zr1Ta1Nb1Cr0.3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,14.9,855000000.0,,,4304292299.999999,,,985000000.0,,
351,Hf0.2Zr1Ta1Nb1Cr0.3,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,6.2,945000000.0,,,4327829100.0,,,980000000.0,,
352,Hf0.2Zr1Ta1Nb1Cr0.5,0.09766666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,10.32,,,,,,
353,Hf0.2Zr1Ta1Nb1Cr0.5,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,9.713,,,,,,
354,Hf0.2Zr1Ta1Nb1Cr0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,14.2,932000000.0,,,4587714600.0,,,1025000000.0,,
355,Hf0.2Zr1Ta1Nb1Cr0.5,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,7.0,1021000000.0,,,4866233400.0,,,1081000000.0,,
356,Hf0.2Zr1Ta1Nb1Cr0.75,0.09766666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,10.194,,,,,,
357,Hf0.2Zr1Ta1Nb1Cr0.75,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,9.653,,,,,,
358,Hf0.2Zr1Ta1Nb1Cr0.75,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,12.1,993000000.0,,,4888789500.0,,,1177000000.0,,
359,Hf0.2Zr1Ta1Nb1Cr0.75,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,8.2,1181000000.0,,,5098659300.0,,,1221000000.0,,
360,Hf0.2Zr1Ta1Nb1Cr1,0.09766666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,10.056,,,,,,
361,Hf0.2Zr1Ta1Nb1Cr1,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,9.413,,,,,,
362,Hf0.2Zr1Ta1Nb1Cr1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,9.2,1389000000.0,,,5206536300.0,,,1420000000.0,,
363,Hf0.2Zr1Ta1Nb1Cr1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,8.5,1502000000.0,,,5563511099.999999,,,1548000000.0,,
364,Hf0.4Zr0.64Ta1.54Ti0.89Nb1.54,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,845000000.0,,,,,,,,
365,Hf0.4Zr0.64Ta1.54Ti0.89Nb1.54,0.111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,795000000.0,,,,,,,,
366,Hf0.4Zr0.64Ta1.54Ti0.89Nb1.54,0.12433333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,765000000.0,,,,,,,,
367,Hf0.4Zr0.64Ta1.54Ti0.89Nb1.54,0.15766666666666665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,650000000.0,,,,,,,,
368,Hf0.4Zr0.64Ta1.54Ti0.89Nb1.54,0.191,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,590000000.0,,,,,,,,
369,Hf0.5Zr1Ta0.5Ti1.5Nb0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.817,,,,,,,
370,Hf0.5Zr1Ta0.5Ti1.5Nb0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,2951907000.0,18.9,903000000.0,,990000000.0,
371,Hf0.5Zr1Ta0.5Ti1.5Nb0.5,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,18.8,,,,
372,Hf0.5Zr1Ti1Nb1Mo0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.117,,,,,,,
373,Hf0.5Zr1Ti1Nb1Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1176000000.0,,,,,,1538000000.0,,
374,Hf0.5Zr1Ti1Nb1Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1150000000.0,,,3922800000.0,,,1500000000.0,,
375,Hf0.5Zr1Ti1Nb1Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.997,,,,,,,
376,Hf0.5Zr1Ti1Nb1Si0.1Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1350000000.0,,,4334694000.0,,,2150000000.0,,
377,Hf0.5Zr1Ti1Nb1Si0.3Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1370000000.0,,,4844658000.0,,,1950000000.0,,
378,Hf0.5Zr1Ti1Nb1Si0.5Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1600000000.0,,,5138868000.0,,,1900000000.0,,
379,Hf0.5Zr1Ti1Nb1Si0.7Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1550000000.0,,,5688060000.0,,,1900000000.0,,
380,Hf0.5Zr1Ti1Nb1Si0.9Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1650000000.0,,,6276480000.0,,,2000000000.0,,
381,Hf0.5Zr1Ti2Nb0.25V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1115000000.0,,,3259846800.0,,,,,
382,Hf0.5Zr1Ti2Nb0.5V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1065000000.0,,,3162757500.0,,,,,
383,Hf0.5Zr1Ti2Nb0.5V1,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,718000000.0,,,3162757500.0,,,,,
384,Hf0.5Zr1Ti2Nb0.5V1,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,135000000.0,,,3162757500.0,,,,,
385,Hf0.5Zr1Ti2Nb0.75V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1025000000.0,,,3127452300.0,,,,,
386,Hf0.5Zr1Ti2Nb1V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,980000000.0,,,3044092800.0,,,,,
387,Hf0.5Zr1Ti2Nb1V1,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,859000000.0,,,3044092800.0,,,,,
388,Hf0.5Zr1Ti2Nb1V1,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,195000000.0,,,3044092800.0,,,,,
389,Hf0.5Zr1Ti2V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1160000000.0,,,3317708100.0,,,,,
390,Hf0.5Zr1Ti2V1,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,405000000.0,,,3317708100.0,,,,,
391,Hf0.5Zr1Ti2V1,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,85000000.0,,,3317708100.0,,,,,
392,Hf0.6Zr1Ta1Ti1Nb1Al0.4,0.09866666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1841000000.0,,9.08,,,,,,
393,Hf0.6Zr1Ta1Ti1Nb1Al0.4,0.09933333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,10.0,1841000000.0,,,4903500000.0,,,2269000000.0,,
394,Hf0.6Zr1Ta1Ti1Nb1Al0.4,0.35766666666666663,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,796000000.0,,,,,,834000000.0,,
395,Hf0.6Zr1Ta1Ti1Nb1Al0.4,0.42433333333333334,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,50.0,298000000.0,,9.08,,,,455000000.0,,
396,Hf0.6Zr1Ta1Ti1Nb1Al0.4,0.491,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,89000000.0,,9.08,,,,,,
397,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.0014,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2230000000.0,,,,,,,,
398,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.0014,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2390000000.0,,,,,,,,
399,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.025666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1815000000.0,,,,,,,,
400,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.025666666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1920000000.0,,,,,,,,
401,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1595000000.0,,,,,,,,
402,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.04,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1370000000.0,,,,,,,,
403,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.056666666666666664,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1375000000.0,,,,,,,,
404,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.056666666666666664,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1250000000.0,,,,,,,,
405,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.07666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1190000000.0,,,,,,,,
406,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.07666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1020000000.0,,,,,,,,
407,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.09933333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1125000000.0,,,,,,,,
408,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,890000000.0,,,,,,,,
409,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.11499999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1030000000.0,,,,,,,,
410,Hf0.75Zr1.25Ta0.5Ti1.5Nb1,0.11499999999999999,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,640000000.0,,,,,,,,
411,Hf1.5Zr1Ti1Nb1Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.162,,,,,,,
412,Hf19.67Zr19.51Ta20.78Ti20.67Nb19.28,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5325000000.0,,,,,
413,Hf1Ti1Nb1V0.5Mo0.5,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1260000000.0,,8.96,,,,,,
414,Hf1Ti1Nb1V0.5Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1260000000.0,,,,,,,,
415,Hf1Ti1Nb1V0.5Mo0.5,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,368000000.0,,8.96,,,,394000000.0,,
416,Hf1Ti1Nb1V0.5Mo0.5,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,60000000.0,,8.96,,,,,,
417,Hf1Ti1Nb1V0.5Si0.3Mo0.5,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1617000000.0,,8.46,,,,,,
418,Hf1Ti1Nb1V0.5Si0.3Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1617000000.0,,,,,,2016000000.0,,
419,Hf1Ti1Nb1V0.5Si0.3Mo0.5,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,398000000.0,,8.46,,,,430000000.0,,
420,Hf1Ti1Nb1V0.5Si0.3Mo0.5,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,166000000.0,,8.46,,,,187000000.0,,
421,Hf1Ti1Nb1V0.5Si0.5Mo0.5,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1787000000.0,,8.16,,,,,,
422,Hf1Ti1Nb1V0.5Si0.5Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1787000000.0,,,,,,2052000000.0,,
423,Hf1Ti1Nb1V0.5Si0.5Mo0.5,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,614000000.0,,8.16,,,,696000000.0,,
424,Hf1Ti1Nb1V0.5Si0.5Mo0.5,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,188000000.0,,8.16,,,,219000000.0,,
425,Hf1Ti1Nb1V0.5Si0.7Mo0.5,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,2134000000.0,,7.89,,,,,,
426,Hf1Ti1Nb1V0.5Si0.7Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,2134000000.0,,,,,,2242000000.0,,
427,Hf1Ti1Nb1V0.5Si0.7Mo0.5,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,673000000.0,,7.89,,,,741000000.0,,
428,Hf1Ti1Nb1V0.5Si0.7Mo0.5,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,235000000.0,,7.89,,,,268000000.0,,
429,Hf1Ti1Nb1V1Si0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,11.0,1399000000.0,,,4805430000.0,,,1608000000.0,,
430,Hf1Ti1Nb1V1Si0.5,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,50.0,875000000.0,,,,,,,,
431,Hf1Ti1Nb1V1Si0.5,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,50.0,240000000.0,,,,,,,,
432,Hf1Zr0.5Ti1Nb1Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.0380000000000003,,,,,,,
433,Hf1Zr1.5Ti1Nb1Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.135,,,,,,,
434,Hf1Zr1Ta0.18Ti1.27Nb0.18,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,540000000.0,,995000000.0,
435,Hf1Zr1Ta0.18Ti1.27Nb0.18,0.09938333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,23.0,,,,
436,Hf1Zr1Ta0.4Ti1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,400000000.0,,1100000000.0,
437,Hf1Zr1Ta0.5Ti1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,700000000.0,,1100000000.0,
438,Hf1Zr1Ta0.5Ti1Nb0.5,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,14.0,,,,
439,Hf1Zr1Ta0.6Ti1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,800000000.0,,1100000000.0,
440,Hf1Zr1Ta1Ti1Nb1Al0.3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1188000000.0,,,3461871000.0,,,,,63000000000.0
441,Hf1Zr1Ta1Ti1Nb1Al0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,46.0,1302000000.0,,,3883572000.0,,,,,97000000000.0
442,Hf1Zr1Ta1Ti1Nb1Al0.75,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,1415000000.0,,,4187589000.0,,,2050000000.0,,102000000000.0
443,Hf1Zr1Ta1Ti1Nb1Mo0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.388,,,,,,,
444,Hf1Zr1Ta1Ti1Nb1Mo0.25,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,35.0,1112000000.0,,,3873765000.0,,,,,96000000000.0
445,Hf1Zr1Ta1Ti1Nb1Mo0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.26,,,,,,,
446,Hf1Zr1Ta1Ti1Nb1Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,26.625,1317000000.0,,,4707360000.0,,,,,102000000000.0
447,Hf1Zr1Ta1Ti1Nb1Mo0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.158,,,,,,,
448,Hf1Zr1Ta1Ti1Nb1Mo0.75,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,23.5,1373000000.0,,,4825044000.0,,,,,109000000000.0
449,Hf1Zr1Ti0.5Nb1Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.979,,,,,,,
450,Hf1Zr1Ti1.5Nb1Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.177,,,,,,,
451,Hf1Zr1Ti1Nb0.5Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.13,,,,,,,
452,Hf1Zr1Ti1Nb1.5Mo1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.0580000000000003,,,,,,,
453,Hf1Zr1Ti1Nb1Mo1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.924,,,,,,,
454,Hf1Zr1Ti1Nb1V1Si0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,16.8,1540000000.0,,,,,,1643000000.0,,
455,Hf1Zr1Ti1Nb1V1Si0.5,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,9.5,1483000000.0,,,,,,1611000000.0,,
456,Hf1Zr1Ti1Nb1V1Si0.5,0.22433333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,14.5,1273000000.0,,,,,,1335000000.0,,
457,Hf1Zr1Ti1Nb1V1Si0.5,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,50.0,920000000.0,,,,,,1252000000.0,,
458,Hf1Zr1Ti1Nb1V1Si0.5,0.291,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,50.0,597000000.0,,,,,,651000000.0,,
459,Hf1Zr1Ti1Nb1V1Si0.5,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,50.0,371000000.0,,,,,,427000000.0,,
460,Hf1Zr1Ti1Nb1V1Si0.5,0.35766666666666663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,50.0,102000000.0,,,,,,107000000.0,,
461,Hf24Ti38Nb23V15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.713,,,,,,,
462,Hf24Ti38Nb23V15,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,20.0,,,,
463,Hf24Ti38Nb23V15,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,22.5,,,,
464,Hf2ZrTiNb2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.642,,,,,,,
465,Hf35Zr35(Ta7Ti8)2,0.09938333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,27.5,,,,
466,Hf35Zr35(Ta7Ti8)2,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,2.5,,,,
467,Hf8Zr15(Ti5Nb4)3,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,22.4,720000000.0,,,
468,Hf8Zr15(Ti5Nb4)3,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,29.8,765000000.0,,,
